77,KSrBr_3,Pure,1.51,1033,336.8,0.86,39.0983,48.36,418.8,2.33,76.9,0.82,19,4,1,1,1,1.26,1655,1042,2.54,87.62,-168,549.5,8.2,136.9,0.95,38,5,2,2,2,1.96,331.85,265.95,3.12,79.904,324.6,1139.9,5.286,14.725,2.96,35,4,17,7,1
78,KSrCl_3,Pure,1.51,1033,336.8,0.86,39.0983,48.36,418.8,2.33,76.9,0.82,19,4,1,1,1,1.26,1655,1042,2.54,87.62,-168,549.5,8.2,136.9,0.95,38,5,2,2,2,1.81,239.18,172.17,3.214,35.4527,348.8,1251.1,3.21,10.2,3.16,17,3,17,7,1
79,KCaI_3,Pure,1.51,1033,336.8,0.86,39.0983,48.36,418.8,2.33,76.9,0.82,19,4,1,1,1,1,1757,1112,1.55,40.078,-156,589.8,8.53,154.67,1,20,4,2,2,2,2.2,457.5,386.7,4.93,126.9045,295.3,1008.4,7.76,20.9,2.66,53,5,17,7,1
80,KCaBr_3,Pure,1.51,1033,336.8,0.86,39.0983,48.36,418.8,2.33,76.9,0.82,19,4,1,1,1,1,1757,1112,1.55,40.078,-156,589.8,8.53,154.67,1,20,4,2,2,2,1.96,331.85,265.95,3.12,79.904,324.6,1139.9,5.286,14.725,2.96,35,4,17,7,1
81,KCaCl_3,Pure,1.51,1033,336.8,0.86,39.0983,48.36,418.8,2.33,76.9,0.82,19,4,1,1,1,1,1757,1112,1.55,40.078,-156,589.8,8.53,154.67,1,20,4,2,2,2,1.81,239.18,172.17,3.214,35.4527,348.8,1251.1,3.21,10.2,3.16,17,3,17,7,1
82,KGeI_3,Pure,1.51,1033,336.8,0.86,39.0983,48.36,418.8,2.33,76.9,0.82,19,4,1,1,1,0.87,3107,1211.5,5.32,72.61,120,762.1,31.8,334.3,2.01,32,4,14,4,4,2.2,457.5,386.7,4.93,126.9045,295.3,1008.4,7.76,20.9,2.66,53,5,17,7,1
83,KGeBr_3,Pure,1.51,1033,336.8,0.86,39.0983,48.36,418.8,2.33,76.9,0.82,19,4,1,1,1,0.87,3107,1211.5,5.32,72.61,120,762.1,31.8,334.3,2.01,32,4,14,4,4,1.96,331.85,265.95,3.12,79.904,324.6,1139.9,5.286,14.725,2.96,35,4,17,7,1
84,KGeCl_3,Pure,1.51,1033,336.8,0.86,39.0983,48.36,418.8,2.33,76.9,0.82,19,4,1,1,1,0.87,3107,1211.5,5.32,72.61,120,762.1,31.8,334.3,2.01,32,4,14,4,4,1.81,239.18,172.17,3.214,35.4527,348.8,1251.1,3.21,10.2,3.16,17,3,17,7,1
85,KSnI_3,Pure,1.51,1033,336.8,0.86,39.0983,48.36,418.8,2.33,76.9,0.82,19,4,1,1,1,1.15,2876,505.12,7.31,118.71,121,708.6,7.2,290.37,1.96,50,5,14,4,2,2.2,457.5,386.7,4.93,126.9045,295.3,1008.4,7.76,20.9,2.66,53,5,17,7,1
86,KSnBr_3,Pure,1.51,1033,336.8,0.86,39.0983,48.36,418.8,2.33,76.9,0.82,19,4,1,1,1,1.15,2876,505.12,7.31,118.71,121,708.6,7.2,290.37,1.96,50,5,14,4,2,1.96,331.85,265.95,3.12,79.904,324.6,1139.9,5.286,14.725,2.96,35,4,17,7,1
87,KSnCl_3,Pure,1.51,1033,336.8,0.86,39.0983,48.36,418.8,2.33,76.9,0.82,19,4,1,1,1,1.15,2876,505.12,7.31,118.71,121,708.6,7.2,290.37,1.96,50,5,14,4,2,1.81,239.18,172.17,3.214,35.4527,348.8,1251.1,3.21,10.2,3.16,17,3,17,7,1
